0	0.255188
0.25	0.211406
0.5	0.176313
0.75	0.147828
1	0.117397
1.25	0.0931031
1.5	0.0636719
1.75	0.0499656
2	0.0356938
2.25	0.0207656
2.5	0.0138125
2.75	0.00901562
3	0.00544688
3.25	0.00308125
3.5	0.00181875
3.75	0.0008875
4	0.000474688
