
1       0.178334
1.25    0.135175
1.5     0.095209
1.75    0.062657
2       0.0388094
2.25    0.0229137
2.5     0.0127016
2.75    0.00651094
3       0.00328047
3.25    0.00150195
3.5     0.000609766
3.75    0.000229297
4       0.000100391

