#1       0.168461
#1.25    0.100941
#1.5     0.0540234
#1.75    0.0300703
#2       0.0125625
#2.25    0.00451563
#2.5     0.00125
#2.75    0.000237891
#3       3.75e-05
1	0.177422
1.5	0.0527344
2	0.0141406
2.5	0.00347656
3	0.00028125
#3	3.52961e-05
3.5	6.68954e-06
