1       0.241832
1.25    0.181144
1.5     0.123045
1.75    0.0772715
2       0.042316
2.25    0.0203018
2.5     0.00961738
2.75    0.00392754
3       0.00137266
3.25    0.000422852
3.5     0.000097656
3.75    2.42187e-05
4       5.46875e-06
