1       0.334417
1.25    0.248416
1.5     0.161499
1.75    0.0890843
2       0.0424623
2.25    0.016576
2.5     0.0054957
2.75    0.00186221
3       0.000341113
3.25    8.59375e-05
3.5     5.85938e-06
3.75    3.51562e-06
